schoolName,state,website,stateAbb,schoolType,charterSchool,magnetSchool,locale,totalStudents,lowestGrade,highestGrade,totalRace,raceNative,raceAsian,raceHispanic,raceBlack,raceWhite,raceHawaiian,raceMultiple,studentTeacherRatio,teacherCount,matches,pWhite,pBlack,pHispanic,dressCode,handbookYear,uniform,entered
MCLOUTH HIGH,Kansas,www.mclouth.org,KS ,1-Regular school,2-No,2-No,42-Rural: Distant,141,9th Grade,12th Grade,141,1,0,8,0,122,0,10,10.11,13.95, dress,87,0,6,http://www.mclouth.org/vimages/shared/vnews/stories/5b579417aa955/Handbook%202018-19.pdf,2018-2019,FALSE,y
TATUM H S,Texas,www.tatumisd.org,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,525,9th Grade,12th Grade,525,1,2,100,168,246,0,8,14.95,35.12,guide,47,32,19,https://docs.google.com/document/d/1KyN8Kw5B9KJPdiQaxXAxp0IaxoajEgjIkGoVXMHjYFs/edit,2018-2019,FALSE,y
CEDAR CITY HIGH,Utah,http://chs.ironk12.org/,UT ,1-Regular school,2-No,2-No,33-Town: Remote,1182,9th Grade,12th Grade,1182,35,9,95,7,996,8,32,NA,NA,guide,84,1,8,https://chs.ironk12.org/general/Handbook%202016-17.pdf,2018-2019,FALSE,y
HANOVER HIGH,Kansas,www.usd223.org,KS ,1-Regular school,2-No,2-No,43-Rural: Remote,76,9th Grade,12th Grade,76,0,0,2,1,73,0,0,8.64,8.8,guide,96,1,3,http://www.usd223.org/UserFiles/Servers/Server_3046634/File/Barnes/2018-19/STUDENT%20HANDBOOK%20(2018-19)%20Bd.%20Approved%20(4-12-18).pdf,2018-2019,FALSE,y
RICE LAKE HIGH,Wisconsin,www.ricelake.k12.wi.us,WI ,1-Regular school,2-No,2-No,33-Town: Remote,687,9th Grade,12th Grade,687,2,13,21,8,621,0,22,15.45,44.47,manual,90,1,3,https://rlhs.ricelake.k12.wi.us/UserFiles/Servers/Server_783703/File/Parent%20Student%20Resource/Student%20Handbook/Student%20Information%20Booklet%202018-19.pdf,2018-2019,FALSE,y
DAPHNE HIGH SCH,Alabama,www.daphnehs.com,AL ,1-Regular school,2-No,2-No,13-City: Small,1259,9th Grade,12th Grade,1259,7,19,40,282,892,0,19,18.7,67.33,handbook,71,22,3,https://docs.google.com/viewerng/viewer?url=https://www.bcbe.org//cms/lib/AL01901374/Centricity/Domain/6235/Student+Handbook+18-19.pdf,2018-2019,FALSE,y
NEW LONDON HIGH,Wisconsin,www.newlondon.k12.wi.us,WI ,1-Regular school,2-No,2-No,41-Rural: Fringe,640,9th Grade,12th Grade,640,2,5,42,8,577,0,6,16.39,39.06,guide,90,1,7,https://www.newlondon.k12.wi.us/parents/2018-19%20Parent%20Student%20Handbook.pdf,2018-2019,FALSE,y
LAWSON HIGH,Missouri,www.lawsoncardinals.org,MO ,1-Regular school,2-No,2-No,42-Rural: Distant,381,9th Grade,12th Grade,381,1,2,7,0,366,0,5,15.35,24.82,guide,96,0,2,https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf,2018-2019,FALSE,y
ELGIN HS,Oklahoma,www.elginps.org,OK ,1-Regular school,2-No,NA,42-Rural: Distant,673,9th Grade,12th Grade,673,94,5,51,26,457,3,37,17.71,38,guide,68,4,8,http://elginhs.sharpschool.net/UserFiles/Servers/Server_938022/File/Lorah/ElginHandbook2018-2019.pdf,2018-2019,FALSE,y
AKRON WESTFIELD SENIOR HIGH SCHOOL,Iowa,www.akron-westfield.com,IA ,1-Regular school,2-No,NA,42-Rural: Distant,160,9th Grade,12th Grade,160,0,5,14,0,134,0,7,11.37,14.07,guide,84,0,9,https://drive.google.com/file/d/15UN6aUNMyuExCrRVvNrSyLsLEA8e4DQf/view,2018-2019,FALSE,y
MARTINSVILLE HIGH,Virginia,www.martinsville.k12.va.us,VA ,1-Regular school,2-No,2-No,32-Town: Distant,625,9th Grade,12th Grade,625,1,6,51,378,180,0,9,15.32,40.8,handbook,29,60,8,https://www.martinsville.k12.va.us/content/uploads/PDF/student_expectation_handbook/2018-2019/student_expectation_handbook_18-19_final_draft_7_17_18_lp.pdf,2018-2019,FALSE,y
CHILLICOTHE HIGH,Missouri,www.chillicotheschools.org,MO ,1-Regular school,2-No,2-No,33-Town: Remote,571,9th Grade,12th Grade,571,2,1,7,16,538,0,7,17.82,32.05,guide,94,3,1,http://www.chillicotheschools.org/forms/handbooks/New%20CHS%20Handbook%202018-19.pdf,2018-2019,FALSE,y
FLOYD HIGH,New Mexico,http://www.floydbroncos.com/,NM ,1-Regular school,2-No,NA,43-Rural: Remote,67,9th Grade,12th Grade,67,2,0,41,0,24,0,0,10.17,6.59,handbook,36,0,61,http://www.floydbroncos.com/UserFiles/Servers/Server_318822/File/Misc/Student%20Handbook%202018-19.pdf,2018-2019,FALSE,y
BERRYVILLE HIGH SCHOOL,Arkansas,http://bobcat.k12.ar.us/,AR ,1-Regular school,2-No,2-No,32-Town: Distant,612,9th Grade,12th Grade,612,7,13,142,2,414,26,8,13.36,45.82,handbook,68,0,23,http://s3.amazonaws.com/scschoolfiles/598/2018-19_high_school_and_middle_school_handbook-final_copy_1.pdf,2018-2019,FALSE,y
EAST LAURENS HIGH SCHOOL,Georgia,lcboe.net,GA ,1-Regular school,2-No,2-No,41-Rural: Fringe,592,9th Grade,12th Grade,592,1,2,21,243,309,0,16,13.93,42.5,appearance,52,41,4,https://www.lcboe.net/userfiles/121/my%20files/elhs_student_handbook_2018_2019.pdf?id=553497,2018-2019,FALSE,y
TURNERS FALL HIGH,Massachusetts,www.gmrsd.org,MA ,1-Regular school,2-No,2-No,32-Town: Distant,239,9th Grade,12th Grade,239,1,0,22,4,201,0,11,10.35,23.1,guide,84,2,9,http://gmrsd.org/sites/default/files/TFHS%20Handbook%202018-2019%20PDF%20Final.pdf,2018-2019,FALSE,y
PALM DESERT HIGH,California,www.dsusd.us,CA ,1-Regular school,2-No,2-No,21-Suburb: Large,1948,9th Grade,12th Grade,1948,16,134,849,42,886,2,19,25.6,76.1,manual,45,2,44,https://drive.google.com/file/d/1luDhhqOgd_ytHdXuLQvHLpLNAteaLzOY/view,2018-2019,FALSE,skip - wrong year
SUMMIT PUBLIC SCHOOL: RAINIER,California,http://rainier.summitps.org/,CA ,1-Regular school,1-Yes,2-No,11-City: Large,360,9th Grade,12th Grade,360,1,73,173,7,47,3,56,19.35,18.6,handbook,13,2,48,https://docs.google.com/document/d/1EzVLBuUmQeHqTWWXfftknzt5cAVYA9VSxPw154BXkCM/edit#bookmark=id.1cz6rzyfe9mi,2018-2019,FALSE,
HENRIETTA H S,Texas,www.henrietta-isd.net,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,276,9th Grade,12th Grade,276,2,0,18,4,241,0,11,10.76,25.66,handbook,87,1,7,http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf,2018-2019,FALSE,y
GRANBURY H S,Texas,www.granburyisd.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,1414,9th Grade,12th Grade,1414,12,14,296,7,1054,1,30,12.36,114.43,handbook,75,0,21,https://www.granburyisd.org/Page/697,2018-2019,FALSE,y
RAINIER SENIOR HIGH SCHOOL,Washington,http://www.rainier.wednet.edu,WA ,1-Regular school,2-No,–,42-Rural: Distant,286,9th Grade,12th Grade,286,4,2,19,2,249,0,10,18.33,15.6,guide,87,1,7,https://www.rainier.wednet.edu/cms/lib/WA01001947/Centricity/Domain/68/2018-2019%20HS%20Handbook.pdf,2018-2019,FALSE,y
NORTH ANDREW HIGH,Missouri,northandrew.org,MO ,1-Regular school,2-No,2-No,42-Rural: Distant,117,9th Grade,12th Grade,117,0,0,0,0,115,0,2,10.2,11.47,handbook,98,0,0,http://northandrew.org/forms/NA%20MS%20HS%20Handbook%202018-19.pdf,2018-2019,FALSE,y
CARROLLTON HIGH SCHOOL,Georgia,www.carrolltoncityschools.net,GA ,1-Regular school,2-No,2-No,31-Town: Fringe,1481,9th Grade,12th Grade,1481,3,20,219,427,726,0,86,17.95,82.5,handbook,49,29,15,https://www.carrolltoncityschools.net/uploaded/PDF's_for_Pages/CHS_Handbook_18-19.pdf,2018-2019,FALSE,y
PORTAGE NORTHERN HIGH SCHOOL,Michigan,www.portageps.org,MI ,1-Regular school,2-No,2-No,13-City: Small,1374,9th Grade,12th Grade,1374,1,75,81,85,1019,1,112,22.11,62.15,handbook,74,6,6,https://portageps.org/wp-content/uploads/2018/08/2018-19-HS-Code-of-Conduct-FINAL.pdf,2018-2019,FALSE,skip
HORN H S,Texas,www.mesquiteisd.org,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,2320,9th Grade,12th Grade,2320,7,67,925,837,435,6,43,16.07,144.34,handbook,19,36,40,https://resources.finalsite.net/images/v1536563024/mesquiteisdorg/xeqmsqmfntvbb4pezjyk/ENGLISH_StudentHandbook2018-2019.pdf,2018-2019,FALSE,y
BANKS COUNTY HIGH SCHOOL,Georgia,http://www.banks.k12.ga.us/bchs/,GA ,1-Regular school,2-No,2-No,41-Rural: Fringe,908,9th Grade,12th Grade,908,2,11,82,24,776,0,13,14.06,64.6,handbook,85,3,9,http://www.bankscountyhigh.com/uploads/3/7/4/7/37472747/student_handbook_2018-19.pdf,2018-2019,FALSE,y
WEATHERFORD H S,Texas,www.weatherfordisd.com,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,2326,9th Grade,12th Grade,2326,8,21,535,67,1641,0,54,15.08,154.27,guide,71,3,23,https://4.files.edl.io/834f/07/16/18/202519-9427696d-edc1-4e19-849d-b62b4d0298cf.pdf,2018-2019,FALSE,y
AMITY REGIONAL HIGH SCHOOL,Connecticut,www.amityregion5.org,CT ,1-Regular school,2-No,2-No,21-Suburb: Large,1486,9th Grade,12th Grade,1486,6,191,32,50,1182,4,21,12.28,121,handbook,80,3,2,https://amityregion5org.finalsite.com/uploaded/ARHS_School_Info/2018-2019_ARHS_Student_Handbook_Updated_04232018.pdf?1536752625193,2018-2019,FALSE,y
CORNWALL CENTRAL HIGH SCHOOL,New York,www.cornwallschools.com,NY ,1-Regular school,2-No,2-No,41-Rural: Fringe,1082,9th Grade,12th Grade,1082,3,61,152,82,772,NA,12,15.94,67.9,manual,71,8,14,https://www.cornwallschools.com/ourpages/auto/2016/7/27/49089875/CODE%20OF%20CONDUCT%20Revised%20July%202018.pdf,2018-2019,FALSE,y
CENTRAL HIGH SCHOOL,Iowa,www.central-csd.org,IA ,1-Regular school,2-No,NA,41-Rural: Fringe,516,9th Grade,12th Grade,516,1,4,18,15,468,1,9,12.39,41.63,handbook,91,3,3,https://www.cd-csd.org/wp-content/uploads/2018/10/hs_student_handbook4.pdf,2018-2019,FALSE,y
WASHINGTON HIGH,Missouri,www.washington.k12.mo.us,MO ,1-Regular school,2-No,2-No,32-Town: Distant,1343,9th Grade,12th Grade,1343,4,18,19,15,1277,1,9,16.17,83.07,handbook,95,1,1,http://www.washington.k12.mo.us/UserFiles/Servers/Server_163438/File/Students/Handbooks/WHS%20Handbook%2018-19.pdf,2018-2019,FALSE,y
RANCHO BUENA VISTA HIGH,California,www.rbv.vistausd.org,CA ,1-Regular school,2-No,2-No,21-Suburb: Large,2417,9th Grade,12th Grade,2417,11,125,1413,77,669,28,94,21,115.07,guide,28,3,58,http://rbv-vistausd-ca.schoolloop.com/file/1346925470179/1420875883969/7130539988221355312.pdf,2018-2019,FALSE,y
GLADEWATER H S,Texas,gladewaterisd.com,TX ,1-Regular school,2-No,2-No,23-Suburb: Small,519,9th Grade,12th Grade,519,2,5,67,113,311,0,21,11.81,43.94,guide,60,22,13,http://gladewaterisd.com/upload/common/docs/Curriculum/GISD%20Student%20Handbook.pdf,2018-2019,FALSE,skip - uniform
FREEPORT AREA SHS,Pennsylvania,http://www.freeport.k12.pa.us,PA ,1-Regular school,2-No,2-No,41-Rural: Fringe,599,9th Grade,12th Grade,599,0,1,1,4,592,0,1,13.39,44.75,appearance,99,1,0,https://www.freeport.k12.pa.us/userfiles/31/my%20files/fahs%202018-2019%20student%20handbook%20final.pdf?id=5498,2018-2019,FALSE,y
LEVERETTS CHAPEL H S,Texas,www.leverettschapelisd.net,TX ,1-Regular school,2-No,2-No,42-Rural: Distant,61,9th Grade,12th Grade,61,0,0,16,2,42,0,1,5.66,10.78,guide,69,3,26,https://drive.google.com/file/d/1tWuD5yvx3BdiCazouqCnVxzRwlKs51YY/view,2018-2019,FALSE,y
WEST STOKES HIGH,North Carolina,www.west.stokes.k12.nc.us/,NC ,1-Regular school,2-No,2-No,41-Rural: Fringe,932,9th Grade,12th Grade,932,1,6,44,21,844,2,14,14.39,64.78,handbook,91,2,5,http://www.stokes.k12.nc.us/pdf/studentparenthandbook.pdf,2018-2019,FALSE,y
NANTUCKET HIGH,Massachusetts,www.npsk.org,MA ,1-Regular school,2-No,2-No,32-Town: Distant,513,9th Grade,12th Grade,513,0,6,111,65,318,0,13,11.27,45.5,guide,62,13,22,https://docs.google.com/viewerng/viewer?url=https://www.npsk.org//cms/lib/MA01907678/Centricity/Domain/206/NHSParentStudentHandbook2018-2019.pdf,2018-2019,FALSE,y
NORTH CARROLL HIGH,Maryland,http://www.carrollk12.org/nch/,MD ,1-Regular school,2-No,2-No,21-Suburb: Large,700,9th Grade,12th Grade,700,2,13,39,19,619,0,8,14.29,49,handbook,88,3,6,https://www.carrollk12.org/about/Documents/studenthandbook.pdf#search=HANDBOOK,2018-2019,FALSE,y
MIDLAND H S,Texas,www.midlandisd.net,TX ,1-Regular school,2-No,2-No,12-City: Mid-size,2149,9th Grade,12th Grade,2149,6,14,1205,190,703,3,28,16.66,129.01,handbook,33,9,56,https://www.midlandisd.net/cms/lib/TX01000898/Centricity/Domain/74/Student%20and%20Parent%20Handbook%202018%202019.pdf,2018-2019,FALSE,y
SPENCER HIGH SCHOOL,Iowa,www.spenceriowaschools.com,IA ,1-Regular school,2-No,NA,33-Town: Remote,605,9th Grade,12th Grade,605,1,7,43,6,541,0,7,15.5,39.04,appearance,89,1,7,https://drive.google.com/file/d/1Zr4hCfXB7PaPw1HNoWuFsQsGt2cDY4aN/view,2018-2019,FALSE,y
PELLA HIGH SCHOOL,Iowa,www.pella.k12.ia.us/hs.htm,IA ,1-Regular school,2-No,NA,32-Town: Distant,677,9th Grade,12th Grade,677,0,22,17,10,621,0,7,14.22,47.6,guide,92,1,3,https://docs.google.com/document/d/17WsufX8F9gwHJg2yczc9B0cMkirWqJERzFGEzgUSIXU/edit#heading=h.81nd0n5g0ni8,2018-2019,FALSE,y
BOYD H. ANDERSON HIGH SCHOOL,Florida,http://www.browardschools.com,FL ,1-Regular school,2-No,1-Yes,21-Suburb: Large,1812,9th Grade,12th Grade,1812,4,23,95,1643,25,0,22,22.94,79,guide,1,91,5,https://www.browardschools.com/cms/lib/FL01803656/Centricity/Domain/13726/SY%202018-19%20Code%20Book%20for%20Student%20Conduct.pdf,2018-2019,FALSE,
PRAIRIE FARM HIGH,Wisconsin,www.prairiefarm.k12.wi.us,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,102,9th Grade,12th Grade,102,0,1,1,1,98,0,1,11.02,9.26,handbook,96,1,1,http://www.prairiefarm.k12.wi.us/UserFiles/Servers/Server_104575/Image/High%20School/MS%20and%20HS%20Student%20Parent%20Handbook%2017-18.pdf,2018-2019,FALSE,skip - wrong year
MCGREGOR H S,Texas,mcgregor-isd.org,TX ,1-Regular school,2-No,2-No,31-Town: Fringe,414,9th Grade,12th Grade,414,7,1,182,34,185,1,4,10.85,38.17,handbook,45,8,44,http://mhs.mcgregor-isd.org/UserFiles/Servers/Server_454797/File/StudentHandbook-201819Rev.pdf,2018-2019,FALSE,y
WESTHILL HIGH SCHOOL,Connecticut,www.westhillweb.com/,CT ,1-Regular school,2-No,2-No,12-City: Mid-size,2096,9th Grade,12th Grade,2096,3,147,849,347,741,0,9,14.42,145.4,handbook,35,17,41,https://www.stamfordpublicschools.org/sites/stamfordps/files/uploads/2018-2019_student_handbook_0.pdf,2018-2019,FALSE,y
QUINCY HIGH,Massachusetts,www.quincypublicschools.com,MA ,1-Regular school,2-No,2-No,21-Suburb: Large,1465,9th Grade,12th Grade,1465,4,299,106,124,888,4,40,13.26,110.5,guide,61,8,7,http://quincypublicschools.com/qpsinfo/download/district/2018-2019/QPS-Student-Rights-2018-2019.pdf,2018-2019,FALSE,y
CURRITUCK COUNTY HIGH,North Carolina,www.currituck.k12.nc.us,NC ,1-Regular school,2-No,2-No,42-Rural: Distant,1030,9th Grade,12th Grade,1030,2,3,42,73,825,1,84,15.85,65,guide,80,7,4,https://www.currituck.k12.nc.us/cms/lib/NC01001303/Centricity/Domain/44/2018-2019%20Student%20Handbook.pdf,2018-2019,FALSE,y
SAN PEDRO SENIOR HIGH,California,www.sanpedrohs.org,CA ,1-Regular school,2-No,1-Yes,11-City: Large,2489,9th Grade,12th Grade,2489,18,83,1691,179,474,22,22,23.37,106.51,guide,19,7,68,https://www.sanpedrohs.org/pdfs/SBM_Approved_SPHS_Dress_Code_Fall_2017.pdf,2018-2019,FALSE,
NEVADA HIGH SCHOOL,Iowa,www.nevada.k12.ia.us/computerapps/NHS.html,IA ,1-Regular school,2-No,NA,31-Town: Fringe,462,9th Grade,12th Grade,462,0,8,27,5,411,1,10,15.18,30.43,handbook,89,1,6,https://www.nevadacubs.org/wp-content/uploads/2018/07/18-19NHSHandbookFinal.pdf,2018-2019,FALSE,y
ADM SENIOR HIGH SCHOOL,Iowa,www.adm.k12.ia.us,IA ,1-Regular school,2-No,NA,31-Town: Fringe,479,9th Grade,12th Grade,479,1,1,8,1,459,0,9,14.64,32.71,guide,96,0,2,http://www.admschools.org/wp-content/uploads/2018/08/2018-2019-HS-Parent-Student-handbook_755203fhl3k5o4ytv0g0tnu2choof.pdf,2018-2019,FALSE,y
WAUSAUKEE HIGH,Wisconsin,www.wausaukee.k12.wi.us,WI ,1-Regular school,2-No,2-No,43-Rural: Remote,163,9th Grade,12th Grade,163,5,0,4,2,152,0,0,13.72,11.88,handbook,93,1,2,http://wausaukee-wi.schoolloop.com/file/1288431129414/1404531266365/2589608347096876926.pdf,2018-2019,FALSE,y
PLEASANT GROVE H S,Texas,www.pgisd.net,TX ,1-Regular school,2-No,2-No,13-City: Small,658,9th Grade,12th Grade,658,2,26,39,83,487,3,18,12.32,53.43,handbook,74,13,6,https://www.pgisd.net/site/handlers/filedownload.ashx?moduleinstanceid=5485&dataid=10770&FileName=Student%20Handbook%202018%202019.pdf,2018-2019,FALSE,y
BASTROP H S,Texas,www.bisdtx.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,1348,9th Grade,12th Grade,1348,6,4,595,113,591,0,39,14.79,91.13, dress,44,8,44,https://www.bisdtx.org/cms/lib/TX02218757/Centricity/Domain/1094/18-19%20Handbook%20Final%20.pdf,2018-2019,FALSE,y
TGU-GRANVILLE HIGH SCHOOL,North Dakota,http://www.granville.k12.nd.us,ND ,1-Regular school,NA,NA,43-Rural: Remote,35,9th Grade,12th Grade,35,2,0,3,0,30,0,0,6.31,5.55, dress,86,0,9,http://www.tgu.k12.nd.us/files/2018/08/2018-2019-Student-Parent-Handbook.pdf,2018-2019,FALSE,y
MARINETTE HIGH,Wisconsin,www.marinette.k12.wi.us,WI ,1-Regular school,2-No,2-No,32-Town: Distant,644,9th Grade,12th Grade,644,2,5,12,8,606,0,11,15.25,42.23,guide,94,1,2,https://docs.google.com/document/d/1iBjSd10JELrIQtqX079gS_2ctbtUO4wxtD7QEMoaqA4/edit,2018-2019,FALSE,y
PORTSMOUTH HIGH SCHOOL,New Hampshire,www.cityofportsmouth.com/School/phs,NH ,1-Regular school,2-No,2-No,23-Suburb: Small,1108,9th Grade,12th Grade,1108,2,41,52,13,956,0,44,12.79,86.6,appearance,86,1,5,https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view,2018-2019,FALSE,y
BORGER H S,Texas,www.borgerisd.net,TX ,1-Regular school,2-No,2-No,32-Town: Distant,777,9th Grade,12th Grade,777,14,2,318,39,379,0,25,12.95,59.98,manual,49,5,41,http://www.borgerisd.net/UserFiles/Servers/Server_143941/File/Parents%20and%20Students/2018%2019/STUDENT%20HANDBOOK%202018-19%20revised%20Aug%2020.pdf,2018-2019,FALSE,y
CABOOL HIGH,Missouri,www.cabool.k12.mo.us,MO ,1-Regular school,2-No,2-No,42-Rural: Distant,236,9th Grade,12th Grade,236,0,1,0,2,233,0,0,13.04,18.1,guide,99,1,0,https://drive.google.com/file/d/1sh8T5qnAcKKZvuLTFG_l0wy8bpIO8RqS/view,2018-2019,FALSE,y
DELASALLE CHARTER SCHOOL,Missouri,delasallecenter.org,MO ,1-Regular school,1-Yes,2-No,11-City: Large,227,9th Grade,12th Grade,227,0,1,23,195,7,1,0,11.35,20,guide,3,86,10,https://static1.squarespace.com/static/5a56935e80bd5ee68f3b5324/t/5bbe6bb271c10b4e2365ad5d/1539206068446/Finalized-DTC-DeLaSalle+Student+Handbook+%2808-10-18%29+18-19+%281%29.pdf,2018-2019,FALSE,
KENWOOD HIGH IB AND SPORTS SCIENCE,Maryland,http://kenwoodhs.bcps.org,MD ,1-Regular school,2-No,1-Yes,21-Suburb: Large,1641,9th Grade,12th Grade,1641,5,37,107,619,806,1,66,16.17,101.5,manual,49,38,7,http://www.bcps.org/system/handbooks/Student-Handbook.pdf,2018-2019,FALSE,
FORT MYERS HIGH SCHOOL,Florida,http://fmh.leeschools.net/,FL ,1-Regular school,2-No,1-Yes,13-City: Small,1866,9th Grade,12th Grade,1866,0,95,276,276,1182,0,37,20.97,89,handbook,63,15,15,https://fmh.leeschools.net/our_students/dress_code,2018-2019,FALSE,
SYMMES VALLEY HIGH SCHOOL,Ohio,www.symmesvalley.k12.oh.us,OH ,1-Regular school,2-No,–,42-Rural: Distant,202,9th Grade,12th Grade,202,0,0,1,0,201,0,0,10.73,18.83,appearance,100,0,0,http://docs.wixstatic.com/ugd/580a74_e9e8fc18014741e5b1325bcf34194d25.pdf,2018-2019,FALSE,y
WAYNE HS,Oklahoma,wayne.k12.ok.us,OK ,1-Regular school,2-No,NA,42-Rural: Distant,176,9th Grade,12th Grade,176,43,1,21,4,105,0,2,16,11,handbook,60,2,12,https://drive.google.com/file/d/0BwwXZMJMJZJjSlpqY2VDVF91ZHpKVkl3NGJ1cFI0NWRfZXpZ/view,2018-2019,FALSE,skip - wrong year
WELDON VALLEY HIGH SCHOOL,Colorado,www.weldonvalley.org,CO ,1-Regular school,2-No,2-No,42-Rural: Distant,70,9th Grade,12th Grade,70,0,0,10,0,60,0,0,12.68,5.52,handbook,86,0,14,http://www.weldonvalley.org/UserFiles/Servers/Server_243551/File/Handbooks/2018-2019%20Secondary%20Handbook%20-Black.pdf,2018-2019,FALSE,y
TURNER HS,Oklahoma,www.turnerisd.org,OK ,1-Regular school,2-No,NA,43-Rural: Remote,92,9th Grade,12th Grade,92,21,0,8,5,57,0,1,12.06,7.63,handbook,62,5,9,https://drive.google.com/file/d/0B4iHfgAljUy-UFp5VXloQmxYdk0/view,2018-2019,FALSE,skip - wrong year
SHADOW HILLS HIGH,California,www.dsusd.k12.ca.us,CA ,1-Regular school,2-No,2-No,41-Rural: Fringe,2006,9th Grade,12th Grade,2006,6,31,1627,45,281,3,13,26.9,74.58,manual,14,2,81,https://drive.google.com/file/d/1qokumU9iHK97SQ2nj5Ol0e1bSkuxwkLh/view,2018-2019,FALSE,y
LAINGSBURG HIGH SCHOOL,Michigan,laingsburg.k12.mi.us,MI ,1-Regular school,2-No,2-No,42-Rural: Distant,377,9th Grade,12th Grade,377,0,4,16,1,353,1,2,21.53,17.51,handbook,94,0,4,http://laingsburg.k12.mi.us/UserFiles/Servers/Server_453543/File/High%20School/18-19_hs-student-handbook.pdf,2018-2019,FALSE,y
COLUMBIA HIGH SCHOOL,New York,www.egcsd.org,NY ,1-Regular school,2-No,2-No,41-Rural: Fringe,1239,9th Grade,12th Grade,1239,3,45,59,26,1044,NA,62,14.04,88.26,guide,84,2,5,http://egcsd.org/wp-content/uploads/2018/07/2018-19-Code-of-Conduct.pdf,2018-2019,FALSE,y
EL CAMPO H S,Texas,www.ecisd.org,TX ,1-Regular school,2-No,2-No,32-Town: Distant,995,9th Grade,12th Grade,995,2,0,520,125,341,0,7,14.59,68.22,guide,34,13,52,http://www.ecisd.org/content/student-standardized-dress-guidelines,2018-2019,FALSE,skip - wrong year
TWIN VALLEY HIGH SCHOOL,Vermont,http://www.twinvalleyschooldistrict.us/tvmhs/welcome,VT ,1-Regular school,NA,2-No,42-Rural: Distant,139,9th Grade,12th Grade,139,0,1,0,0,132,0,6,9.59,14.5,handbook,95,0,0,https://docs.google.com/document/d/15TD87VNhE6eKjTrMJGPIePv8KHs1Hh9n5-ptZSA5x5U/edit#heading=h.pw59hm6dq8zr,2018-2019,FALSE,y
SHAWANO HIGH,Wisconsin,www.shawanoschools.com,WI ,1-Regular school,2-No,2-No,32-Town: Distant,804,9th Grade,12th Grade,804,134,4,36,8,602,0,20,15.58,51.61,handbook,75,1,4,https://www.shawanoschools.com/schools/high/2018-2019%20Student%20Handbook.pdf,2018-2019,FALSE,y
HALLSVILLE H S,Texas,www.hisd.com,TX ,1-Regular school,2-No,2-No,41-Rural: Fringe,1434,9th Grade,12th Grade,1434,10,13,165,103,1096,0,47,13.1,109.49,guide,76,7,12,https://webapp.hisd.com/downloads/Hallsville_ISD_Student_Handbook.pdf,2018-2019,FALSE,y
LAUREL HIGH SCHOOL,Montana,www.laurel.k12.mt.us,MT ,1-Regular school,NA,2-No,31-Town: Fringe,661,9th Grade,12th Grade,661,7,1,21,11,608,0,13,15.74,41.99,handbook,92,2,3,http://www.laurel.k12.mt.us/docs/district/forms/2018-2019%20lhs%20handbook-final.pdf?id=1426,2018-2019,FALSE,y
G.F.W. HIGH SCHOOL,Minnesota,http://www.gfw.k12.mn.us/,MN ,1-Regular school,2-No,2-No,43-Rural: Remote,251,9th Grade,12th Grade,251,0,1,49,2,198,1,0,12.85,19.53,guide,79,1,20,https://www.gfw.k12.mn.us/sites/gfw.k12.mn.us/files/files/Private_User/wade.werner@gfwschools.org/2018-19%20Student_Parent%20Handbook.pdf,2018-2019,FALSE,y
SOUTHRIDGE HIGH SCHOOL,Oregon,www.beaverton.k12.or.us/schools/southridge,OR ,1-Regular school,2-No,NA,13-City: Small,1627,9th Grade,12th Grade,1627,10,215,246,31,959,23,143,22.03,73.84,handbook,59,2,15,https://www.beaverton.k12.or.us/PS/Documents/SFH%20%202018-19_English_Final%20WEB%20final.pdf,2018-2019,FALSE,skip  
WAYZATA HIGH,Minnesota,http://www.wayzata.k12.mn.us/whs,MN ,1-Regular school,2-No,2-No,13-City: Small,3237,9th Grade,12th Grade,3237,4,401,121,210,2366,0,135,18.16,178.21,handbook,73,6,4,https://drive.google.com/file/d/1y6f2jjx647fCNopuabd4lNnnyvTRpm4O/view,2018-2019,FALSE,y
HART HIGH SCHOOL,Michigan,www.hart.k12.mi.us,MI ,1-Regular school,2-No,2-No,32-Town: Distant,387,9th Grade,12th Grade,387,2,0,149,0,231,0,5,20.27,19.09,handbook,60,0,39,https://drive.google.com/drive/folders/0B3NBB7EiLd4Wfi1hU2FTeXJDWElNZHpzTFZsMUtjdWNsMzM3ZmVEaUZNUkJfVmRXWURNaDg,2018-2019,FALSE,y
