"schoolName","state","link","item","extract"
"South Jefferson High School","NY","https://drive.google.com/file/d/1rG3pPJz-mXtABUTTxhaW3Aq9GpJKQtvJ/view","appropriate/inappropriate"," Shorts, skirts or dresses must be at an appropriate length to cover under garments as well as allow for participation in appropriate activities while maintaining modesty."
"South Jefferson High School","NY","https://drive.google.com/file/d/1rG3pPJz-mXtABUTTxhaW3Aq9GpJKQtvJ/view","appropriate/inappropriate"," Any item that could be used as a weapon is not appropriate for school."
"South Jefferson High School","NY","https://drive.google.com/file/d/1rG3pPJz-mXtABUTTxhaW3Aq9GpJKQtvJ/view","appropriate/inappropriate"," The ultimate determination of what is considered appropriate dress lies with the building administration or appointed designee."
"Windthorst High School","TX","http://www.windthorstisd.net/Uploads/50/misc/f285919.pdf","appropriate/inappropriate"," Students and parents may determine a student’s personal dress and grooming standards, provided that they comply with the following: THE FOLLOWING DRESS CODE APPLIES TO 6TH-12TH GRADE STUDENTS: School officials expect Windthorst students to dress appropriately and with modesty at school and at all school functions."
"Windthorst High School","TX","http://www.windthorstisd.net/Uploads/50/misc/f285919.pdf","appropriate/inappropriate"," No t-shirts advertising liquor, tobacco, drug use, or contain topics the principal finds inappropriate."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","appropriate/inappropriate"," With this in mind, in an effort to create a safe environment, appropriate dress should be worn for both the school day and all events that are sponsored by the school: Students are expected to exercise good judgment in their style of dress as well as demonstrate respect for those around them."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","appropriate/inappropriate"," Inappropriate dress includes, but is not limited to: 1."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","appropriate/inappropriate"," Designs on clothing, which displays inappropriate symbols, language, ethnic slurs, or any attire which could be construed as offensive to anyone in the building."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","appropriate/inappropriate"," Wearing hats in a public building is generally considered inappropriate except when wearing for religious reasons or relating to a disability."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","appropriate/inappropriate"," Note: Rips or holes in garments must be below the minimum length requirement as stated and may not be worn if they are inappropriately revealing."
"Northbridge High","MA","https://drive.google.com/file/d/0B5Kk_e5XgnTiczhsTHVZcWJUeUhnVVZNeGFFbXpYeFliM2N3/view","appropriate/inappropriate"," Corrective action may include a change of clothes, turning an item inside out, dismissal from school after parent/guardian notification, or any other appropriate and reasonable means of redress."
"Depew High School","NY","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/217783/Code_of_Conduct_2018-2019_ADA.pdf","appropriate/inappropriate","All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Depew High School","NY","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/217783/Code_of_Conduct_2018-2019_ADA.pdf","appropriate/inappropriate"," Teachers and all other District personnel should exemplify and reinforce acceptable student dress and help students develop an understanding of appropriate appearance in the school setting."
"Depew High School","NY","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/217783/Code_of_Conduct_2018-2019_ADA.pdf","appropriate/inappropriate"," Be safe, appropriate and not disrupt or interfere with the educationalprocess."
"Depew High School","NY","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/217783/Code_of_Conduct_2018-2019_ADA.pdf","appropriate/inappropriate"," Recognize that brief garments and see-through garments are notappropriate."
"Amsterdam High School","NY","https://www.gasd.org/amsterdam-high-school/about-our-school/code-conduct","appropriate/inappropriate","  Endangering the health and safety of other students or staff or interfering with classes or District activities by means of inappropriate attire or behavior as per District Code of Conduct."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","appropriate/inappropriate","  Shirts with sayings, slogans, signs or symbols that may be deemed suggestive or inappropriate will not be allowed."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","appropriate/inappropriate","   Shoes must be appropriate for school."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","appropriate/inappropriate","  Ribbons or other types of hair accessories must be worn in good taste and only when appropriate to hairstyle."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","appropriate/inappropriate"," Interpretation of Appropriateness   The principal and assistant principals shall be authorized to appraise any fashion, fad or article of clothing to determine its appropriateness for school wear."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","appropriate/inappropriate"," Dress Code and Grooming Violations Students who come to school in violation of the Dress and Grooming Code will be disciplined as deemed appropriate/ necessary."
"Barbers Hill High School","TX","https://www.bhisd.net/uploaded/parents/Student_Handbooks/Dress_Code_High_School_-_ADA_Compliant.pdf","appropriate/inappropriate"," In addition, parents may be asked to bring appropriate attire to school to assist in correcting the violation."
"Gateway High School","CO","https://gateway.aurorak12.org/wp-content/uploads/sites/252/2018/10/gateway_handbook_20182019.pdf","appropriate/inappropriate","In order to maintain a school environment which is safe and conducive to learning, all clothing must be appropriate so as not to disrupt the learning environment and not interfere with the health, safety and welfare of any person."
"Gateway High School","CO","https://gateway.aurorak12.org/wp-content/uploads/sites/252/2018/10/gateway_handbook_20182019.pdf","appropriate/inappropriate",", hoodies, bandanas, and doo rags) worn inside the building • Inappropriately sheer, tight or low-cut clothing (e."
"Pine Bush Senior High School","NY","https://www.pinebushschools.org/parent-community/publications/pine-bush-high-school-student-handbook/#dresscode","appropriate/inappropriate","The following rules have been formulated to insure that students’ dress does not interfere with the orderly functioning of the school:   Articles of clothing that are not appropriate will not be allowed in school (this includes any reference to alcohol and drugs, comments and/or illustrations that are sexual in nature or considered to be obscene or in bad taste)."
"Pine Bush Senior High School","NY","https://www.pinebushschools.org/parent-community/publications/pine-bush-high-school-student-handbook/#dresscode","appropriate/inappropriate"," It is up to the discretion of an administrator to determine the appropriateness of individual cases."
"Pine Bush Senior High School","NY","https://www.pinebushschools.org/parent-community/publications/pine-bush-high-school-student-handbook/#dresscode","appropriate/inappropriate"," All students are expected to give proper attention to personal cleanliness and dress appropriately for school and school functions."
"Pine Bush Senior High School","NY","https://www.pinebushschools.org/parent-community/publications/pine-bush-high-school-student-handbook/#dresscode","appropriate/inappropriate"," Teachers and all other district personnel should exemplify and reinforce acceptable student dress and help students develop an understanding of appropriate appearance in the school setting."
"Pine Bush Senior High School","NY","https://www.pinebushschools.org/parent-community/publications/pine-bush-high-school-student-handbook/#dresscode","appropriate/inappropriate"," A student’s dress, grooming, and appearance, shall:   be safe, appropriate, and not disrupt or interfere with the educational process;  not include revealing garments or see through garments; include safe and appropriate footwear at all times; not include items that are vulgar, obscene, or libelous, or denigrate others on account of race, color, weight, religion, religious practice, creed, national origin, ethnic group, gender (identity and expression), sex, sexual orientation or disability; not promote and/or endorse the use of alcohol, tobacco, or illegal drugs and/or encourage other illegal or violent activities; not include the wearing of hats or head gear in the elementary and middle schools, except for a medical or religious purpose."
"Coe-Brown Northwood Academy","NH","http://coebrown.org/handbook/#toggle-id-15","appropriate/inappropriate"," All should be modestly dressed in attire appropriate to the classroom."
"Coe-Brown Northwood Academy","NH","http://coebrown.org/handbook/#toggle-id-15","appropriate/inappropriate"," Garments should not be transparent or sheer, without a dress code appropriate garment underneath."
