"schoolName","state","website","stateAbb","schoolType","charterSchool","magnetSchool","locale","totalStudents","lowestGrade","highestGrade","totalRace","raceNative","raceAsian","raceHispanic","raceBlack","raceWhite","raceHawaiian","raceMultiple","studentTeacherRatio","teacherCount","matches","pWhite","pBlack","pHispanic"
"PORTAGE HIGH","Wisconsin","www.portage.k12.wi.us","WI ","1-Regular school","2-No","2-No","32-Town: Distant",806,"9th Grade","12th Grade",806,8,14,31,15,734,1,3,16.17,49.86,"guide",91,2,4
"PORTAGE NORTHERN HIGH SCHOOL","Michigan","www.portageps.org","MI ","1-Regular school","2-No","2-No","13-City: Small",1374,"9th Grade","12th Grade",1374,1,75,81,85,1019,1,112,22.11,62.15,"handbook",74,6,6
"PORTALES HIGH","New Mexico","http://www.portalesschools.com/","NM ","1-Regular school","2-No",NA,"33-Town: Remote",770,"9th Grade","12th Grade",770,2,6,447,15,291,1,8,17.4,44.25,"manual",38,2,58
"PORTER CONSOLIDATED HS","Oklahoma","http://www.porter.k12.ok.us","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",163,"9th Grade","12th Grade",163,33,0,9,14,83,0,24,13.27,12.28,"handbook",51,9,6
"PORTLAND HIGH SCHOOL","Connecticut","www.portlandctschools.org","CT ","1-Regular school","2-No","2-No","21-Suburb: Large",384,"9th Grade","12th Grade",384,0,8,31,10,325,0,10,12.43,30.9,"handbook",85,3,8
"PORTSMOUTH HIGH SCHOOL","New Hampshire","www.cityofportsmouth.com/School/phs","NH ","1-Regular school","2-No","2-No","23-Suburb: Small",1108,"9th Grade","12th Grade",1108,2,41,52,13,956,0,44,12.79,86.6,"appearance",86,1,5
"PORTSMOUTH WEST HIGH SCHOOL","Ohio","http://www.west.k12.oh.us","OH ","1-Regular school","2-No","–","41-Rural: Fringe",374,"9th Grade","12th Grade",374,3,1,1,3,364,0,2,17,22,"appearance",97,1,0
"PORUM HS","Oklahoma","http://www.porum.k12.ok.us","OK ","1-Regular school","2-No",NA,"42-Rural: Distant",140,"9th Grade","12th Grade",140,68,0,2,2,68,0,0,10.78,12.99,"handbook",49,1,1
"POTEAU HS","Oklahoma","www.poteau.k12.ok.us","OK ","1-Regular school","2-No",NA,"32-Town: Distant",642,"9th Grade","12th Grade",642,158,4,80,9,345,3,43,17.18,37.37,"handbook",54,1,12
"POTEET H S","Texas","www.mesquiteisd.org","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",1814,"9th Grade","12th Grade",1814,11,94,680,490,485,2,52,16.25,111.64,"handbook",27,27,37
"POTOSI HIGH","Wisconsin","www.potosisd.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",116,"9th Grade","12th Grade",116,0,0,0,0,114,1,1,10.18,11.4,"handbook",98,0,0
"POTTSBORO H S","Texas","www.pottsboroisd.org","TX ","1-Regular school","2-No","2-No","23-Suburb: Small",436,"9th Grade","12th Grade",436,14,4,25,1,380,0,12,13.91,31.35,"handbook",87,0,6
"POTTSTOWN SHS","Pennsylvania","http://www.pottstownschools.com","PA ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",819,"9th Grade","12th Grade",819,0,10,131,323,295,0,60,13.05,62.75," dress",36,39,16
"POWDER RIVER CO DIST HIGH","Montana","www.broadus.net","MT ","1-Regular school",NA,"2-No","43-Rural: Remote",98,"9th Grade","12th Grade",98,2,1,2,1,85,0,7,9.95,9.85,"handbook",87,1,2
"POWELL COUNTY HIGH SCHOOL","Montana","www.pchs.dl.k12.mt.us","MT ","1-Regular school",NA,"2-No","33-Town: Remote",194,"9th Grade","12th Grade",194,0,1,5,1,176,0,11,9.35,20.74,"manual",91,1,3
"POYNETTE HIGH","Wisconsin","www.poynette.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",342,"9th Grade","12th Grade",342,1,0,7,1,326,0,7,13.26,25.79,"handbook",95,0,2
"PPEP TEC - ALICE S. PAUL LEARNING CENTER","Arizona","www.ppeptechs.org","AZ ","1-Regular school","1-Yes","–","23-Suburb: Small",63,"9th Grade","12th Grade",63,3,0,48,2,8,0,2,NA,NA,"handbook",13,3,76
"PPEP TEC - CELESTINO FERNANDEZ LEARNING CENTER","Arizona","www.ppeptechs.org","AZ ","1-Regular school","1-Yes","–","11-City: Large",234,"9th Grade","12th Grade",234,14,0,200,5,13,0,2,NA,NA,"handbook",6,2,85
"PPEP TEC - COLIN L. POWELL LEARNING CENTER","Arizona","www.ppeptechs.org","AZ ","1-Regular school","1-Yes","–","13-City: Small",81,"9th Grade","12th Grade",81,9,2,35,4,26,0,5,NA,NA,"handbook",32,5,43
"PPEP TEC - RAUL H. CASTRO LEARNING CENTER","Arizona","www.ppeptechs.org","AZ ","1-Regular school","1-Yes","–","33-Town: Remote",131,"9th Grade","12th Grade",131,0,0,129,1,1,0,0,NA,NA,"handbook",1,1,98
"PPEP TEC - VICTOR SOLTERO LEARNING CENTER","Arizona","www.ppeptechs.org","AZ ","1-Regular school","1-Yes","–","11-City: Large",58,"9th Grade","12th Grade",58,1,0,31,4,19,0,3,NA,NA,"handbook",33,7,53
"PRAIRIE DU CHIEN HIGH","Wisconsin","www.pdc.k12.wi.us","WI ","1-Regular school","2-No","2-No","33-Town: Remote",348,"9th Grade","12th Grade",348,2,2,5,4,329,0,6,11.44,30.41,"handbook",95,1,1
"PRAIRIE FARM HIGH","Wisconsin","www.prairiefarm.k12.wi.us","WI ","1-Regular school","2-No","2-No","43-Rural: Remote",102,"9th Grade","12th Grade",102,0,1,1,1,98,0,1,11.02,9.26,"handbook",96,1,1
"PRAIRIE SEEDS HIGH SCHOOL ACADEMY","MINNESOTA","http://www.psak12.org","MN ","1-Regular school","1-Yes","2-No","21-Suburb: Large",243,"9th Grade","12th Grade",243,0,136,39,63,1,0,4,22.09,11,"handbook",0,26,16
"PREBLE HIGH","Wisconsin","www.gbaps.org","WI ","1-Regular school","2-No","2-No","12-City: Mid-size",2131,"9th Grade","12th Grade",2131,32,153,610,92,1213,1,30,16.31,130.66,"manual",57,4,29
"PREMIER HIGH SCHOOL OF LITTLE ROCK","Arkansas","http://premierhighschools.com/little-rock/","AR ","1-Regular school","1-Yes","2-No","12-City: Mid-size",116,"9th Grade","12th Grade",116,0,0,4,98,14,0,0,11.37,10.2,"guide",12,84,3
"PRENTICE HIGH","Wisconsin","www.prentice.k12.wi.us","WI ","1-Regular school","2-No","2-No","43-Rural: Remote",128,"9th Grade","12th Grade",128,0,0,3,1,123,0,1,11.03,11.6,"handbook",96,1,2
"PRESQUE ISLE ACADEMY II","Michigan","presqueisleacademy.com","MI ","4-Alternative/other school","1-Yes","1-Yes","43-Rural: Remote",29,"9th Grade","12th Grade",29,0,0,0,0,29,0,0,29,1,"handbook",100,0,0
"PRIOR LAKE HIGH SCHOOL","Minnesota","www.priorlake-savage.k12.mn.us","MN ","1-Regular school","2-No","2-No","21-Suburb: Large",2562,"9th Grade","12th Grade",2562,16,133,81,75,2214,0,43,22.55,113.6,"handbook",86,3,3
"PRIOR LAKE-SAVAGE AREA ALC","Minnesota","http://www.priorlake-savage.k12.mn.us","MN ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",90,"9th Grade","12th Grade",90,3,3,3,8,67,0,6,14.52,6.2,"handbook",74,9,3
"PROSPECT HIGH","California","www.prospect.cuhsd.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",1474,"9th Grade","12th Grade",1474,5,327,604,51,391,14,82,24.24,60.82,"manual",27,3,41
"PROSPER H S","Texas","www.prosper-isd.net","TX ","1-Regular school","2-No","2-No","41-Rural: Fringe",2109,"9th Grade","12th Grade",2109,12,51,269,182,1510,2,83,14.54,145.04,"guide",72,9,13
"PROSSER FALLS EDUCATION CENTER","Washington","www.prosserschools.org","WA ","4-Alternative/other school","2-No","–","32-Town: Distant",60,"9th Grade","12th Grade",60,1,0,37,1,21,0,0,60,1,"manual",35,2,62
"PROSSER HIGH SCHOOL","Washington","www.prosserschools.org","WA ","1-Regular school","2-No","–","32-Town: Distant",896,"9th Grade","12th Grade",896,7,21,540,3,321,2,2,21.01,42.65,"manual",36,0,60
"PROVINE HIGH SCHOOL","Mississippi","http://provine.jpsms.org","MS ","1-Regular school","2-No","2-No","12-City: Mid-size",1095,"9th Grade","12th Grade",1095,1,0,4,1082,7,0,1,16,68.42,"handbook",1,99,0
"PROVISIONAL ACCELERATED LEARNING ACADEMY","California","www.palcenter.org/","CA ","1-Regular school","1-Yes","2-No","21-Suburb: Large",167,"9th Grade","12th Grade",167,1,0,133,24,5,0,4,26.76,6.24,"appearance",3,14,80
"PUTNAM CO. HIGH","Missouri","http://www.putnamcountyr1.net","MO ","1-Regular school","2-No","2-No","43-Rural: Remote",213,"9th Grade","12th Grade",213,0,1,2,0,206,0,4,12.37,17.22,"appearance",97,0,1
"PUTNAM HIGH SCHOOL","Connecticut","www.putnam.k12.ct.us/phs/index.html","CT ","1-Regular school","2-No","2-No","21-Suburb: Large",276,"9th Grade","12th Grade",276,2,1,21,8,226,0,18,9.73,28.37,"manual",82,3,8
"PUTNAM HIGH SCHOOL","Oregon","www.nclack.k12.or.us/Domain/733","OR ","1-Regular school","2-No",NA,"21-Suburb: Large",1171,"9th Grade","12th Grade",1171,14,17,223,20,820,5,72,27.09,43.23,"handbook",70,2,19
"PYLE (SARAH) ACADEMY","Delaware","www.sarahpyleacademy.org","DE ","4-Alternative/other school","2-No","2-No","13-City: Small",96,"9th Grade","12th Grade",96,0,0,16,50,30,0,0,8,12,"manual",31,52,17
"QUANAH H S","Texas","www.qisd.net/","TX ","1-Regular school","2-No","2-No","43-Rural: Remote",151,"9th Grade","12th Grade",151,1,2,56,1,86,0,5,8.4,17.98,"guide",57,1,37
"QUARTZ HILL HIGH","California","www.qhhs.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",3063,"9th Grade","12th Grade",3063,9,168,1130,326,1244,5,181,24.99,122.59,"appearance",41,11,37
"QUEEN CITY H S","Texas","www.qcisd.net","TX ","1-Regular school","2-No","2-No","32-Town: Distant",299,"9th Grade","12th Grade",299,0,2,6,38,245,0,8,9.08,32.92,"manual",82,13,2
"QUEST HIGH SCHOOL","Michigan","http://www.nbbroncos.net","MI ","4-Alternative/other school","2-No","2-No","42-Rural: Distant",59,"9th Grade","12th Grade",59,0,0,2,0,56,0,1,23.32,2.53,"handbook",95,0,3
"QUINCE ORCHARD HIGH","Maryland","http://www.montgomeryschoolsmd.org/schools/qohs/","MD ","1-Regular school","2-No","2-No","21-Suburb: Large",1924,"9th Grade","12th Grade",1924,2,253,457,283,846,0,83,17.62,109.2," dress",44,15,24
"QUINCY HIGH","Massachusetts","www.quincypublicschools.com","MA ","1-Regular school","2-No","2-No","21-Suburb: Large",1465,"9th Grade","12th Grade",1465,4,299,106,124,888,4,40,13.26,110.5,"guide",61,8,7
"QUINCY HIGH SCHOOL","Washington","www.qsd.wednet.edu","WA ","1-Regular school","2-No","–","32-Town: Distant",830,"9th Grade","12th Grade",830,0,1,683,2,141,0,3,21.08,39.37,"handbook",17,0,82
"QUINCY HIGH TECH HIGH","Washington","www.qsd.wednet.edu","WA ","4-Alternative/other school","2-No","–","32-Town: Distant",34,"9th Grade","12th Grade",34,0,0,33,0,1,0,0,7.67,4.43,"handbook",3,0,97
"RAILS ACADEMY","Minnesota","www.proctor.k12.mn.us","MN ","4-Alternative/other school","2-No","2-No","22-Suburb: Mid-size",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,NA,0,"manual",NA,NA,NA
"RAINIER SENIOR HIGH SCHOOL","Washington","http://www.rainier.wednet.edu","WA ","1-Regular school","2-No","–","42-Rural: Distant",286,"9th Grade","12th Grade",286,4,2,19,2,249,0,10,18.33,15.6,"guide",87,1,7
"RALEIGH CHARTER HIGH SCHOOL","North Carolina","www.raleighcharterhs.org","NC ","1-Regular school","1-Yes","2-No","11-City: Large",561,"9th Grade","12th Grade",561,0,127,22,30,356,0,26,12.86,43.63,"guide",63,5,4
"RAMON C. CORTINES SCHOOL OF VISUAL AND PERFORMING ARTS","California","http://central-lausd-ca.schoolloop.com","CA ","1-Regular school","2-No","2-No","11-City: Large",1527,"9th Grade","12th Grade",1527,5,133,1076,125,163,1,24,23.73,64.34," dress",11,8,70
"RAMONA HIGH","California",NA,"CA ","1-Regular school","2-No","1-Yes","11-City: Large",2128,"9th Grade","12th Grade",2128,6,44,1625,105,309,5,34,25.09,84.8,"manual",15,5,76
"RAMSEY STREET HIGH","North Carolina","rshs.ccs.k12.nc.us/","NC ","4-Alternative/other school","2-No","2-No","12-City: Mid-size",27,"9th Grade","12th Grade",27,0,0,1,15,6,0,5,1.5,18,"manual",22,56,4
"RANCHO BUENA VISTA HIGH","California","www.rbv.vistausd.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",2417,"9th Grade","12th Grade",2417,11,125,1413,77,669,28,94,21,115.07,"guide",28,3,58
"RANCHO MIRAGE HIGH","California","www.ranchomiragehighschool.org","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",1566,"9th Grade","12th Grade",1566,10,84,1111,50,289,3,19,25.17,62.21,"handbook",18,3,71
"RANCHO VERDE HIGH","California","www.valverde.edu","CA ","1-Regular school","2-No","2-No","21-Suburb: Large",3303,"9th Grade","12th Grade",3303,13,130,2238,708,152,19,43,26.19,126.1,"guide",5,21,68
"RANCHVIEW H S","Texas","www.cfbisd.edu","TX ","1-Regular school","2-No","2-No","12-City: Mid-size",864,"9th Grade","12th Grade",864,3,155,166,371,134,1,34,14.73,58.66," dress",16,43,19
"RANDALLSTOWN HIGH","Maryland","http://randallstownhs.bcps.org","MD ","1-Regular school","2-No","1-Yes","21-Suburb: Large",986,"9th Grade","12th Grade",986,3,9,29,925,13,0,7,15.29,64.5,"handbook",1,94,3
"RANDOLPH HIGH","Wisconsin","www.rsdwi.org","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",166,"9th Grade","12th Grade",166,0,3,10,0,150,0,3,11.49,14.45,"handbook",90,0,6
"RAPID CITY HIGH SCHOOL - 45","South Dakota","www.rcas.org","SD ","1-Regular school","2-No",NA,"13-City: Small",363,"9th Grade","12th Grade",363,125,4,20,4,195,0,15,11.39,31.86,"handbook",54,1,6
"RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL","New York","www.rcscsd.org","NY ","1-Regular school","2-No","2-No","31-Town: Fringe",582,"9th Grade","12th Grade",582,0,8,33,28,499,NA,14,10.77,54.06,"manual",86,5,6
"RAYTOWN SOUTH SR. HIGH","Missouri","www.raytownschools.org","MO ","1-Regular school","2-No","2-No","21-Suburb: Large",1173,"9th Grade","12th Grade",1173,3,8,100,686,324,5,47,16.93,69.29,"guide",28,58,9
"RAYTOWN SR. HIGH","Missouri","www.raytownschools.org","MO ","1-Regular school","2-No","2-No","21-Suburb: Large",1608,"9th Grade","12th Grade",1608,3,20,202,761,544,4,74,17.59,91.39,"guide",34,47,13
"RED HOOK SENIOR HIGH SCHOOL","New York","www.redhookcentralschools.org","NY ","1-Regular school","2-No","2-No","31-Town: Fringe",647,"9th Grade","12th Grade",647,2,14,36,25,568,NA,2,11.3,57.25,"manual",88,4,6
"RED OAK H S","Texas","www.redoakisd.org","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",1878,"9th Grade","12th Grade",1878,14,14,600,429,786,4,31,16.33,115.02,"manual",42,23,32
"RED RIVER HIGH SCHOOL","North Dakota","http://www.gfschools.org","ND ","1-Regular school",NA,NA,"13-City: Small",1141,"9th Grade","12th Grade",1141,31,83,40,93,889,2,3,12.23,93.3,"guide",78,8,4
"RED WING HIGH SCHOOL INDEPENDENT ST","Minnesota","http://gced.k12.mn.us","MN ","4-Alternative/other school","2-No","2-No","41-Rural: Fringe",4,"9th Grade","12th Grade",4,1,0,1,0,2,0,0,NA,NA,"guide",50,0,25
"REDDING (RAY) HIGH (CONTINUATION)","California","www.juhsd.org","CA ","4-Alternative/other school","2-No","2-No","42-Rural: Distant",5,"9th Grade","12th Grade",5,0,0,3,0,2,0,0,NA,NA,"guide",40,0,60
"REEDS SPRING HIGH","Missouri","www.rs-wolves.com","MO ","1-Regular school","2-No","2-No","42-Rural: Distant",621,"9th Grade","12th Grade",621,8,4,21,4,578,0,6,17.37,35.76,"guide",93,1,3
"REEDSBURG AREA HIGH","Wisconsin","www.rsd.k12.wi.us","WI ","1-Regular school","2-No","2-No","32-Town: Distant",833,"9th Grade","12th Grade",833,5,5,57,7,751,0,8,14.98,55.62,"handbook",90,1,7
"REFUGIO H S","Texas","www.refugioisd.net","TX ","1-Regular school","2-No","2-No","32-Town: Distant",208,"9th Grade","12th Grade",208,0,0,136,26,44,0,2,8.61,24.17,"guide",21,12,65
"REID ROSS CLASSICAL HIGH","North Carolina","www.rrcs.ccs.k12.nc.us/","NC ","1-Regular school","2-No","2-No","12-City: Mid-size",320,"9th Grade","12th Grade",320,1,3,19,233,41,0,23,7.88,40.63,"manual",13,73,6
"RENAISSANCE CHARTER ACADEMY","Wisconsin","www.rfsd.k12.wi.us","WI ","1-Regular school","1-Yes","2-No","32-Town: Distant",33,"9th Grade","12th Grade",33,1,0,0,5,23,0,4,9.43,3.5,"handbook",70,15,0
"RENAISSANCE HIGH","California","www.santapaulaunified.org","CA ","4-Alternative/other school","2-No","2-No","31-Town: Fringe",122,"9th Grade","12th Grade",122,0,0,119,0,3,0,0,24.7,4.94,"manual",2,0,98
"RENAISSANCE SCHOOL","Wisconsin","www.aasd.k12.wi.us","WI ","1-Regular school","1-Yes","2-No","13-City: Small",195,"9th Grade","12th Grade",195,2,24,5,5,159,0,0,50,3.9,"handbook",82,3,3
"REPUBLIC HIGH","Missouri","www.republicschools.org","MO ","1-Regular school","2-No","2-No","21-Suburb: Large",1389,"9th Grade","12th Grade",1389,7,8,38,33,1293,1,9,18.04,76.98,"guide",93,2,3
"RESEARCH TRIANGLE HIGH SCHOOL","North Carolina","www.researchtrianglehighschool.org","NC ","1-Regular school","1-Yes","2-No","21-Suburb: Large",454,"9th Grade","12th Grade",454,0,47,27,108,249,0,23,14.84,30.6,"appearance",55,24,6
"REUTHER CENTRAL HIGH","Wisconsin","www.kusd.edu","WI ","4-Alternative/other school","2-No","2-No","22-Suburb: Mid-size",393,"9th Grade","12th Grade",393,3,1,134,105,136,0,14,12.75,30.82,"guide",35,27,34
"REYNOLDS HIGH SCHOOL","Oregon","www.reynolds.k12.or.us/rhs","OR ","1-Regular school","2-No",NA,"21-Suburb: Large",2679,"9th Grade","12th Grade",2679,23,261,1005,208,997,39,146,24.82,107.94,"handbook",37,8,38
"RHAM HIGH SCHOOL","Connecticut","www.rhamhs.reg8.k12.ct.us/","CT ","1-Regular school","2-No","2-No","41-Rural: Fringe",1023,"9th Grade","12th Grade",1023,0,20,18,3,978,0,4,11.32,90.4,"handbook",96,0,2
"RIALTO HIGH","California","http://rhs-rialto-ca.schoolloop.com/","CA ","1-Regular school","2-No","2-No","12-City: Mid-size",2716,"9th Grade","12th Grade",2716,2,58,2376,177,83,7,13,25.04,108.46,"handbook",3,7,87
"RICE LAKE HIGH","Wisconsin","www.ricelake.k12.wi.us","WI ","1-Regular school","2-No","2-No","33-Town: Remote",687,"9th Grade","12th Grade",687,2,13,21,8,621,0,22,15.45,44.47,"manual",90,1,3
"RICHARD MONTGOMERY HIGH","Maryland","http://www.montgomeryschoolsmd.org/schools/rmhs/","MD ","1-Regular school","2-No","1-Yes","13-City: Small",2244,"9th Grade","12th Grade",2244,6,572,526,342,684,1,113,18.68,120.1,"manual",30,15,23
"RICHFIELD HIGH","Utah","http://www.richfieldhigh.org/","UT ","1-Regular school","2-No","2-No","33-Town: Remote",641,"9th Grade","12th Grade",641,64,1,19,4,550,3,0,NA,NA,"handbook",86,1,3
"RICHMOND COMMUNITY HIGH SCHOOL","Michigan","www.richmond.k12.mi.us","MI ","2-Special education school","2-No","2-No","31-Town: Fringe",555,"9th Grade","12th Grade",555,1,0,20,4,505,0,25,20.78,26.71,"handbook",91,1,4
"RIDER H S","Texas","www.wfisd.net","TX ","1-Regular school","2-No","2-No","12-City: Mid-size",1482,"9th Grade","12th Grade",1482,15,69,337,109,884,2,66,14.71,100.76,"handbook",60,7,23
"RIDGE CAREER CENTER","Florida","http://schools.polk-fl.net/ridge","FL ","3-Vocational school","2-No","2-No","13-City: Small",123,"9th Grade","12th Grade",123,1,0,53,13,52,0,4,3.24,38,"guide",42,11,43
"RIDGE POINT H S","Texas","www.fortbend.k12.tx.us/","TX ","1-Regular school","2-No","2-No","21-Suburb: Large",2342,"9th Grade","12th Grade",2342,7,244,584,645,788,2,72,18.96,123.53,"guide",34,28,25
"RIDGE VIEW ACADEMY CHARTER SCHOOL","Colorado","ridgeviewacademy.com","CO ","4-Alternative/other school","1-Yes","2-No","41-Rural: Fringe",204,"9th Grade","12th Grade",204,3,1,81,56,62,0,1,12.22,16.7,"guide",30,27,40
"RIDGEVIEW HIGH SCHOOL","Florida","http://rhs.oneclay.net","FL ","1-Regular school","2-No","2-No","21-Suburb: Large",1629,"9th Grade","12th Grade",1629,6,63,207,238,1032,6,77,15.82,103,"guide",63,15,13
"RIDGEVIEW HIGH SCHOOL","VIRGINIA","http://dickensonrvhs.ss5.sharpschool.com/","VA ","1-Regular school","2-No","2-No","43-Rural: Remote",690,"9th Grade","12th Grade",690,0,0,5,7,677,0,1,11.25,61.35,"handbook",98,1,1
"RIFLE HIGH SCHOOL","Colorado","http://www.riflebears.org","CO ","1-Regular school","2-No","2-No","33-Town: Remote",734,"9th Grade","12th Grade",734,3,2,330,1,385,0,13,16.8,43.69,"guide",52,0,45
"RIO RANCHO HIGH","New Mexico","http://rioranchohigh.rrps.net/","NM ","1-Regular school","2-No",NA,"21-Suburb: Large",2387,"9th Grade","12th Grade",2387,67,59,1300,64,814,3,80,18.4,129.74,"handbook",34,3,54
"RIO VISTA HIGH","California","www.riovista.riverdelta.org","CA ","1-Regular school","2-No","2-No","31-Town: Fringe",381,"9th Grade","12th Grade",381,1,10,155,6,194,0,15,23.33,16.33,"appearance",51,2,41
"RIPLEY HIGH SCHOOL","Mississippi","http://www.stippah.k12.ms.us/1/Home","MS ","1-Regular school","2-No","2-No","33-Town: Remote",509,"9th Grade","12th Grade",509,0,2,54,141,292,0,20,16.36,31.12,"handbook",57,28,11
"RIPON HIGH","Wisconsin","www.ripon.k12.wi.us","WI ","1-Regular school","2-No","2-No","32-Town: Distant",451,"9th Grade","12th Grade",451,2,3,34,7,400,1,4,14.55,31,"handbook",89,2,8
"RIVER BEND CAREER & TECHNICAL CENTER","Vermont","http://www.rbctc.org/","VT ","3-Vocational school",NA,"2-No","43-Rural: Remote",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,NA,0,"appearance",NA,NA,NA
"RIVER CITIES HIGH","Wisconsin","www.wrps.org","WI ","4-Alternative/other school","2-No","2-No","32-Town: Distant",96,"9th Grade","12th Grade",96,1,5,4,4,81,0,1,19.2,5,"handbook",84,4,4
"RIVER FALLS HIGH","Wisconsin","www.rfsd.k12.wi.us","WI ","1-Regular school","2-No","2-No","41-Rural: Fringe",941,"9th Grade","12th Grade",941,10,20,10,28,860,2,11,16.19,58.12,"handbook",91,3,1
"RIVER ROAD H S","Texas","www.rrisd.net","TX ","1-Regular school","2-No","2-No","22-Suburb: Mid-size",407,"9th Grade","12th Grade",407,5,0,81,4,309,0,8,13.64,29.84,"handbook",76,1,20
"RIVER VALLEY ACADEMY","Michigan","www.rockfordschools.org","MI ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",71,"9th Grade","12th Grade",71,0,0,4,1,63,0,3,16.9,4.2,"handbook",89,1,6
"RIVER VALLEY HIGH","Wisconsin","www.rvschools.org","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",422,"9th Grade","12th Grade",422,0,3,7,8,398,0,6,13.41,31.47,"manual",94,2,2
"RIVER VIEW HIGH SCHOOL","West Virginia","http://wvde.state.wv.us","WV ","1-Regular school",NA,NA,"43-Rural: Remote",498,"9th Grade","12th Grade",498,0,0,4,10,484,0,0,16.33,30.5,"guide",97,2,1
"RIVERA EARLY COLLEGE H S","Texas","www.bisd.us/rivera/","TX ","1-Regular school","2-No","2-No","12-City: Mid-size",2426,"9th Grade","12th Grade",2426,0,2,2413,1,9,0,1,14.5,167.35,"handbook",0,0,99
"RIVERDALE HIGH","Wisconsin","www.riverdale.k12.wi.us","WI ","1-Regular school","2-No","2-No","42-Rural: Distant",151,"9th Grade","12th Grade",151,1,1,4,2,142,0,1,11.32,13.34,"handbook",94,1,3
"RIVERDALE HIGH SCHOOL","Florida","http://rdh.leeschools.net/","FL ","1-Regular school","2-No","2-No","41-Rural: Fringe",2058,"9th Grade","12th Grade",2058,6,44,570,195,1191,1,51,20.58,100,"handbook",58,9,28
"RIVERVIEW HIGH SCHOOL","Florida","www.sarasotacountyschools.net/riverview","FL ","1-Regular school","2-No","1-Yes","21-Suburb: Large",2492,"9th Grade","12th Grade",2492,5,69,417,191,1716,1,93,20.77,120,"manual",69,8,17
"ROARING FORK HIGH SCHOOL","Colorado","www.carbondale.com","CO ","1-Regular school","2-No","2-No","33-Town: Remote",364,"9th Grade","12th Grade",364,3,2,209,0,145,2,3,16.36,22.25,"guide",40,0,57
"ROBBINSDALE ACADEMIC SUMMER PROGRAM","Minnesota","http://rdale.org/","MN ","4-Alternative/other school","2-No","2-No","21-Suburb: Large",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,NA,0,"handbook",NA,NA,NA
"ROBBINSDALE ARMSTRONG SENIOR HIGH","Minnesota","http://rdale.org/","MN ","1-Regular school","2-No","2-No","13-City: Small",2002,"9th Grade","12th Grade",2002,11,128,197,408,1163,1,94,20.87,95.95,"handbook",58,20,10
"ROBBINSDALE COOPER SENIOR HIGH","Minnesota","http://rdale.org/","MN ","1-Regular school","2-No","2-No","21-Suburb: Large",1623,"9th Grade","12th Grade",1623,18,179,201,641,502,0,82,17.28,93.95,"handbook",31,39,12
"ROBERT F. KENNEDY CHARTER","New Mexico","http://www.rfkcharter.com/","NM ","1-Regular school","1-Yes",NA,"21-Suburb: Large",301,"9th Grade","12th Grade",301,5,0,269,3,24,0,0,13.62,22.1,"handbook",8,1,89
"ROBERT H. LEWIS CONTINUATION","California","www.lausd.net/lewis_hs","CA ","4-Alternative/other school","2-No","2-No","11-City: Large",86,"9th Grade","12th Grade",86,0,0,81,1,4,0,0,21.5,4,"manual",5,1,94
"ROBERT MORGAN EDUCATIONAL CENTER","Florida","http://rmec.dadeschools.net/","FL ","1-Regular school","2-No","1-Yes","21-Suburb: Large",2305,"9th Grade","12th Grade",2305,5,31,1626,445,184,1,13,26.49,87,"handbook",8,19,71
"ROBERT MORGAN EDUCATIONAL CENTER AND TECHNICAL COLLEGE","Florida","http://rmec.dadeschools.net/","FL ","3-Vocational school","2-No","2-No","21-Suburb: Large",0,"9th Grade","12th Grade",0,0,0,0,0,0,0,0,0,29,"handbook",NA,NA,NA
"ROBERTSDALE HIGH SCH","Alabama","www.robertsdalehigh.com","AL ","1-Regular school","2-No","2-No","31-Town: Fringe",1369,"9th Grade","12th Grade",1369,11,11,79,121,1125,2,20,18.07,75.75,"handbook",82,9,6
"ROBICHAUD SENIOR HIGH SCHOOL","Michigan","www.westwood.k12.mi.us","MI ","1-Regular school","2-No","2-No","21-Suburb: Large",419,"9th Grade","12th Grade",419,0,3,5,390,20,1,0,14.4,29.1,"handbook",5,93,1
"ROBINSON HIGH SCHOOL","Florida","http://www.sdhc.k12.fl.us/","FL ","1-Regular school","2-No","1-Yes","11-City: Large",1639,"9th Grade","12th Grade",1639,2,121,373,238,767,4,134,17.82,92,"manual",47,15,23
